# This data file contains a waveform of amplitude versus time 
# Column 1 = Time (s), Column 2 = Amplitude
# this is packed data read in using
# time, waveform = np.loadtxt('Homework6_data_packed.csv',delimiter=',',unpack=True)
# This waveform is actually a 1 Hz square wave modulating a 
# 20Hz sine wave carrier signal plus random noise
# This actually demonstrates how "side band" communication works
#
0.000000000000000000e+00,1.462143110936815482e-01
4.885197850512945639e-03,2.395533888640724307e-01
9.770395701025891277e-03,4.561069441890934772e-01
1.465559355153883692e-02,4.471769439313784122e-01
1.954079140205178255e-02,1.976211224623617146e-01
2.442598925256472819e-02,-6.455062432854022370e-02
2.931118710307767383e-02,-3.158534066153982356e-01
3.419638495359061947e-02,-4.110338966828088747e-01
3.908158280410356511e-02,-4.016636825681761946e-01
4.396678065461651075e-02,-2.272736532386995245e-01
4.885197850512945639e-02,-2.271305762191019040e-01
5.373717635564240203e-02,1.218416965285731013e-01
5.862237420615534766e-02,3.170381286658582876e-01
6.350757205666829330e-02,3.453969283357581910e-01
6.839276990718123894e-02,3.493981009943217808e-01
7.327796775769418458e-02,1.871821769976417527e-01
7.816316560820713022e-02,-3.013297537255315017e-01
8.304836345872007586e-02,-1.355712763634740192e-01
8.793356130923302150e-02,-3.802769600396223582e-01
9.281875915974596714e-02,-3.090303113507520960e-01
9.770395701025891277e-02,-1.110702607778214779e-01
1.025891548607718584e-01,2.430080327161237563e-01
1.074743527112848041e-01,3.724071129985201956e-01
1.123595505617977497e-01,4.965924296221306267e-01
1.172447484123106953e-01,3.922079598009166057e-01
1.221299462628236410e-01,1.239198564503981581e-01
1.270151441133365866e-01,-1.695226010237404490e-01
1.319003419638495322e-01,-4.108906614366347743e-01
1.367855398143624779e-01,-2.761111534775136378e-01
1.416707376648754235e-01,-3.146308337019197432e-01
1.465559355153883692e-01,-1.493052178308721667e-01
1.514411333659013148e-01,7.773756717752035306e-02
1.563263312164142604e-01,2.670412348524509594e-01
1.612115290669272061e-01,3.583036981985868175e-01
1.660967269174401517e-01,4.176449509577505048e-01
1.709819247679530974e-01,4.096975748163755870e-01
1.758671226184660430e-01,-1.897878383773729180e-02
1.807523204689789886e-01,-2.891109699627587570e-01
1.856375183194919343e-01,-4.180948303365388807e-01
1.905227161700048799e-01,-4.114148203838781104e-01
1.954079140205178255e-01,-2.464078470545542077e-01
2.002931118710307712e-01,9.818457549160317099e-02
